Distance_(µm),Gray_Value
403.561,16136.206
403.908,16138.070
404.255,16140.047
404.602,16142.218
404.949,16144.267
405.296,16146.503
405.643,16149.203
405.990,16151.833
406.337,16154.815
406.684,16157.987
407.031,16160.874
407.378,16164.150
407.725,16166.946
408.072,16169.773
408.419,16172.199
408.766,16174.093
409.113,16175.407
409.460,16175.969
409.807,16175.644
410.154,16174.361
410.501,16171.972
410.848,16168.347
411.195,16163.364
411.542,16157.185
411.889,16149.533
412.236,16140.165
412.583,16129.648
412.930,16117.434
413.277,16103.659
413.624,16088.703
413.971,16072.366
414.318,16054.536
414.665,16035.670
415.012,16015.392
415.359,15994.340
415.706,15972.199
416.053,15949.350
416.400,15925.562
416.747,15901.479
417.094,15876.573
417.441,15851.462
417.788,15825.831
418.135,15800.208
418.482,15774.272
418.829,15748.225
419.176,15722.089
419.523,15696.123
419.870,15670.090
420.217,15644.229
420.564,15618.491
420.911,15592.894
421.258,15567.471
421.605,15542.351
421.952,15517.430
422.299,15492.937
422.646,15468.640
422.993,15444.855
423.340,15421.491
423.687,15398.611
424.034,15376.290
424.381,15354.712
424.728,15333.870
425.075,15313.765
425.422,15294.600
425.769,15276.426
426.116,15259.388
426.463,15243.453
426.810,15228.747
427.157,15215.488
427.504,15203.519
427.851,15193.043
428.198,15184.125
428.545,15176.645
428.892,15170.764
429.239,15166.451
429.586,15163.653
429.933,15162.355
430.280,15162.505
430.627,15164.005
430.974,15166.799
431.321,15170.775
431.668,15175.779
432.015,15181.688
432.362,15188.311
432.709,15195.638
433.056,15203.357
433.403,15211.247
433.750,15219.263
434.097,15227.241
434.444,15235.045
434.791,15242.256
435.138,15249.047
435.485,15255.042
435.832,15260.296
436.179,15264.447
436.526,15267.635
436.873,15269.782
437.220,15270.612
437.567,15270.231
437.914,15268.620
438.261,15265.681
438.608,15261.528
438.955,15256.124
439.302,15249.504
439.649,15241.787
439.996,15232.921
440.343,15223.041
440.690,15212.469
441.037,15201.018
441.384,15188.705
441.731,15176.228
442.078,15162.854
442.425,15149.479
442.772,15135.861
443.119,15122.159
443.466,15108.691
443.813,15095.104
444.160,15081.977
444.507,15069.312
444.854,15057.337
445.201,15045.801
445.548,15034.898
445.895,15025.074
446.242,15015.915
446.589,15008.052
446.936,15000.818
447.283,14995.025
447.630,14990.074
447.977,14986.316
448.324,14983.835
448.671,14982.513
449.018,14982.370
449.365,14983.430
449.712,14985.655
450.059,14989.086
450.406,14993.732
450.753,14999.417
451.100,15006.133
451.447,15014.367
451.794,15022.987
452.141,15033.258
452.488,15043.905
452.835,15056.113
453.182,15068.716
453.529,15082.112
453.876,15097.046
454.223,15111.941
454.570,15127.493
454.917,15144.084
455.264,15160.747
455.611,15178.566
455.958,15196.248
456.305,15213.885
456.652,15232.490
456.999,15250.443
457.346,15269.387
457.693,15287.044
458.040,15305.614
458.387,15323.157
458.734,15340.246
459.081,15357.423
459.428,15373.039
459.775,15388.718
460.122,15402.938
460.469,15416.378
460.816,15428.563
461.163,15439.639
461.510,15449.479
461.857,15457.894
462.204,15464.928
462.551,15470.498
462.898,15474.443
463.245,15477.136
463.592,15478.252
463.939,15477.778
464.286,15475.811
464.633,15472.838
464.980,15468.030
465.327,15462.014
465.674,15455.208
466.021,15446.733
466.368,15438.012
466.715,15427.654
467.062,15417.461
467.409,15405.864
467.756,15394.254
468.103,15382.178
468.450,15369.719
468.797,15357.120
469.144,15344.821
469.491,15332.562
469.838,15320.599
470.185,15308.270
470.532,15297.386
470.879,15286.240
471.226,15276.187
471.573,15266.353
471.920,15257.076
472.267,15248.788
472.614,15240.971
472.961,15234.459
473.308,15228.464
473.655,15222.846
474.002,15218.534
474.349,15214.508
474.696,15211.839
475.043,15209.765
475.390,15208.232
475.737,15207.749
476.084,15207.831
476.431,15208.724
476.778,15210.337
477.125,15212.586
477.472,15215.470
477.819,15219.088
478.166,15223.267
478.513,15228.075
478.860,15233.403
479.207,15239.280
479.554,15245.691
479.901,15252.521
480.248,15259.695
480.595,15267.462
480.942,15275.338
481.289,15283.602
481.636,15292.145
481.983,15300.610
482.330,15309.624
482.677,15318.298
483.024,15327.374
483.371,15336.086
483.718,15344.916
484.065,15353.457
484.412,15362.080
484.759,15370.392
485.106,15378.426
485.453,15386.332
485.800,15394.016
486.147,15401.490
486.494,15408.773
486.841,15415.854
487.188,15422.815
487.535,15429.675
487.882,15436.601
488.229,15443.547
488.576,15450.634
488.923,15458.015
489.270,15465.594
489.617,15473.644
489.964,15482.254
490.311,15491.403
490.658,15501.167
491.005,15512.095
491.352,15523.709
491.699,15536.258
492.046,15550.118
492.393,15564.723
492.740,15581.356
493.087,15598.175
493.434,15617.297
493.781,15636.870
494.128,15658.331
494.475,15680.845
494.822,15704.961
495.169,15730.864
495.516,15756.641
495.863,15784.045
496.210,15812.857
496.557,15842.264
496.904,15872.897
497.251,15904.204
497.598,15935.701
497.945,15968.040
498.292,16000.227
498.639,16032.945
498.986,16065.166
499.333,16097.631
499.680,16129.726
500.027,16161.958
500.374,16191.636
500.721,16221.566
501.068,16250.066
501.415,16277.865
501.762,16304.354
502.109,16330.065
502.456,16352.328
502.803,16374.739
503.150,16395.615
503.497,16413.396
503.844,16429.939
504.191,16445.760
504.538,16458.250
504.885,16470.266
505.232,16479.535
505.579,16486.689
505.926,16492.945
506.273,16496.877
506.620,16499.525
506.967,16500.232
507.314,16499.223
507.661,16496.732
508.008,16492.723
508.355,16487.105
508.702,16480.227
509.049,16471.768
509.396,16462.070
509.743,16450.941
510.090,16438.514
510.437,16424.783
510.784,16409.670
511.131,16393.357
511.478,16375.653
511.825,16356.588
512.172,16336.095
512.519,16314.492
512.866,16291.131
513.213,16266.498
513.560,16240.545
513.907,16212.959
514.254,16183.874
514.601,16153.401
514.948,16121.358
515.295,16088.161
515.642,16053.082
515.989,16017.205
516.336,15979.798
516.683,15941.179
517.030,15901.673
517.377,15861.057
517.724,15820.540
518.071,15778.223
518.418,15735.515
518.765,15693.627
519.112,15651.032
519.459,15608.345
519.806,15566.413
520.153,15524.197
520.500,15482.907
520.847,15442.963
521.194,15403.901
521.541,15365.571
521.888,15328.771
522.235,15292.674
522.582,15258.893
522.929,15225.396
523.276,15194.658
523.623,15165.114
523.970,15136.984
524.317,15110.573
524.664,15085.562
525.011,15062.124
525.358,15040.420
525.705,15020.145
526.052,15001.154
526.399,14983.724
526.746,14967.689
527.093,14952.624
527.440,14938.971
527.787,14926.433
528.134,14914.984
528.481,14904.534
528.828,14895.025
529.175,14886.458
529.522,14878.700
529.869,14871.725
530.216,14865.433
530.563,14859.799
530.910,14854.818
531.257,14850.262
531.604,14846.320
531.951,14842.645
532.298,14839.420
532.645,14836.536
532.992,14833.738
533.339,14831.202
533.686,14829.024
534.033,14826.675
534.380,14824.548
534.727,14822.403
535.074,14820.269
535.421,14818.205
535.768,14815.968
